번호,제품명,용량,가격,세부스펙,이미지,상품주소
206,ADATA LEGEND 710 M.2 NVMe 파인인포,512GB,"162,000","M.2 (2280) / PCIe3.0x4 (32GT/s) / 컨트롤러 : Realtek / [성능] 순차읽기 : 2,400MB/s / 순차쓰기 : 1,600MB/s / 읽기IOPS : 90K / 쓰기IOPS : 150K / [지원기능] HMB / SLC캐싱 / AES 암호화 / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 130TB / A/S기간 : 3년 , 제한보증 / 방열판 포함 / 두께 : 3.13mm 닫기",https://img.danuri.io/catalog-image/181/396/079/3d6f9058efcb4f8fbdac0deae4695c4a.jpg?shrink=130:130&_v=20260921130628,https://prod.danawa.com/info/?pcode=79396181&cate=112760
207,ADATA LEGEND 710 M.2 NVMe 파인인포,256GB,"108,700","M.2 (2280) / PCIe3.0x4 (32GT/s) / 컨트롤러 : Realtek / [성능] 순차읽기 : 2,400MB/s / 순차쓰기 : 1,600MB/s / 읽기IOPS : 90K / 쓰기IOPS : 150K / [지원기능] HMB / SLC캐싱 / AES 암호화 / 전용 S/W / [환경특성] MTBF : 150만 / TBW : 130TB / A/S기간 : 3년 , 제한보증 / 방열판 포함 / 두께 : 3.13mm 닫기",https://img.danuri.io/catalog-image/181/396/079/3d6f9058efcb4f8fbdac0deae4695c4a.jpg?shrink=130:130&_v=20260921130628,https://prod.danawa.com/info/?pcode=79396202&cate=112760
208,Apacer AS2280F4L M.2 NVMe,1TB,"378,760","M.2 (2280) / PCIe5.0x4 (128GT/s) / 컨트롤러 : 기타 / [성능] 순차읽기 : 10,400MB/s / 순차쓰기 : 8,600MB/s / 읽기IOPS : 1,300K / 쓰기IOPS : 1,500K / [지원기능] TRIM / S.M.A.R.T / SLC캐싱 / HMB / ECC / [환경특성] MTBF : 150만 / TBW : 600TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.38mm 닫기",https://img.danuri.io/catalog-image/229/711/122/50ac8000c4bf4ba3bdbfbf9cc29dc30a.jpeg?shrink=130:130&_v=20260921091049,https://prod.danawa.com/info/?pcode=122711229&cate=112760
209,ADATA XPG GAMMIX S70 BLADE M.2 NVMe 파인인포,2TB,"570,000","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / DRAM 탑재 / DDR4 1GB / 컨트롤러 : Innogrit IG5236 / [성능] 순차읽기 : 7,400MB/s / 순차쓰기 : 5,500MB/s / 읽기IOPS : 740K / 쓰기IOPS : 740K / [지원기능] TRIM / S.M.A.R.T / SLC캐싱 / ECC / AES 암호화 / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 740TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 포함 / 두께 : 4.3mm / 11g 닫기",https://img.danuri.io/catalog-image/608/354/108/1dfc7095ba2b41528dca6d590166d5ca.jpg?shrink=130:130&_v=20260921131209,https://prod.danawa.com/info/?pcode=108354521&cate=112760
210,ADATA XPG GAMMIX S70 BLADE M.2 NVMe 파인인포,1TB,"349,990","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / DRAM 탑재 / DDR4 1GB / 컨트롤러 : Innogrit IG5236 / [성능] 순차읽기 : 7,400MB/s / 순차쓰기 : 5,500MB/s / 읽기IOPS : 740K / 쓰기IOPS : 740K / [지원기능] TRIM / S.M.A.R.T / SLC캐싱 / ECC / AES 암호화 / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 740TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 포함 / 두께 : 4.3mm / 11g 닫기",https://img.danuri.io/catalog-image/608/354/108/1dfc7095ba2b41528dca6d590166d5ca.jpg?shrink=130:130&_v=20260921131209,https://prod.danawa.com/info/?pcode=108354608&cate=112760
211,ADATA XPG GAMMIX S70 BLADE M.2 NVMe 파인인포,512GB,"217,900","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / DRAM 탑재 / DDR4 1GB / 컨트롤러 : Innogrit IG5236 / [성능] 순차읽기 : 7,400MB/s / 순차쓰기 : 5,500MB/s / 읽기IOPS : 740K / 쓰기IOPS : 740K / [지원기능] TRIM / S.M.A.R.T / SLC캐싱 / ECC / AES 암호화 / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 740TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 포함 / 두께 : 4.3mm / 11g 닫기",https://img.danuri.io/catalog-image/608/354/108/1dfc7095ba2b41528dca6d590166d5ca.jpg?shrink=130:130&_v=20260921131209,https://prod.danawa.com/info/?pcode=108354569&cate=112760
212,ESSENCORE KLEVV CRAS C910 M.2 NVMe,4TB,"1,039,510","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / 컨트롤러 : InnoGrit IG5220 / [성능] 순차읽기 : 5,000MB/s / 순차쓰기 : 4,800MB/s / 읽기IOPS : 620K / 쓰기IOPS : 615K / [지원기능] TRIM / ECC / HMB / SLC캐싱 / S.M.A.R.T / AES 암호화 / 전용 S/W / [환경특성] TBW : 700TB / A/S기간 : 5년 , 제한보증 / 방열판 포함 / 두께 : 3.4mm / 10g 닫기",https://img.danuri.io/catalog-image/154/849/058/865cd82d2a254de7acd95dd59e2de705.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=70250720&cate=112760
213,ESSENCORE KLEVV CRAS C910 M.2 NVMe,2TB,"497,890","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / 컨트롤러 : InnoGrit IG5220 / [성능] 순차읽기 : 5,000MB/s / 순차쓰기 : 4,800MB/s / 읽기IOPS : 620K / 쓰기IOPS : 615K / [지원기능] TRIM / ECC / HMB / SLC캐싱 / S.M.A.R.T / AES 암호화 / 전용 S/W / [환경특성] TBW : 700TB / A/S기간 : 5년 , 제한보증 / 방열판 포함 / 두께 : 3.4mm / 10g 닫기",https://img.danuri.io/catalog-image/154/849/058/865cd82d2a254de7acd95dd59e2de705.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=58849022&cate=112760
214,ESSENCORE KLEVV CRAS C910 M.2 NVMe,1TB,"313,940","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / 컨트롤러 : InnoGrit IG5220 / [성능] 순차읽기 : 5,000MB/s / 순차쓰기 : 4,800MB/s / 읽기IOPS : 620K / 쓰기IOPS : 615K / [지원기능] TRIM / ECC / HMB / SLC캐싱 / S.M.A.R.T / AES 암호화 / 전용 S/W / [환경특성] TBW : 700TB / A/S기간 : 5년 , 제한보증 / 방열판 포함 / 두께 : 3.4mm / 10g 닫기",https://img.danuri.io/catalog-image/154/849/058/865cd82d2a254de7acd95dd59e2de705.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=58849154&cate=112760
215,ESSENCORE KLEVV CRAS C910 M.2 NVMe,500GB,"184,000","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / 컨트롤러 : InnoGrit IG5220 / [성능] 순차읽기 : 5,000MB/s / 순차쓰기 : 4,800MB/s / 읽기IOPS : 620K / 쓰기IOPS : 615K / [지원기능] TRIM / ECC / HMB / SLC캐싱 / S.M.A.R.T / AES 암호화 / 전용 S/W / [환경특성] TBW : 700TB / A/S기간 : 5년 , 제한보증 / 방열판 포함 / 두께 : 3.4mm / 10g 닫기",https://img.danuri.io/catalog-image/154/849/058/865cd82d2a254de7acd95dd59e2de705.jpg?shrink=130:130&_v=20260921080444,https://prod.danawa.com/info/?pcode=58849172&cate=112760
216,Sandisk Optimus GX PRO 850X M.2 NVMe,4TB,"1,690,000","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / DRAM 탑재 / DDR4 1GB / 컨트롤러 : WD / [성능] 순차읽기 : 7,300MB/s / 순차쓰기 : 6,600MB/s / 읽기IOPS : 800K / 쓰기IOPS : 1,100K / [지원기능] TRIM / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 175만 / TBW : 600TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.38mm / 7.5g 닫기",https://img.danuri.io/catalog-image/989/667/122/64881e6b7ebc4bd1ba87e5afbc7f4605.jpeg?shrink=130:130&_v=20260921142644,https://prod.danawa.com/info/?pcode=122667889&cate=112760
217,Sandisk Optimus GX PRO 850X M.2 NVMe,2TB,"884,420","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / DRAM 탑재 / DDR4 1GB / 컨트롤러 : WD / [성능] 순차읽기 : 7,300MB/s / 순차쓰기 : 6,600MB/s / 읽기IOPS : 800K / 쓰기IOPS : 1,100K / [지원기능] TRIM / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 175만 / TBW : 600TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.38mm / 7.5g 닫기",https://img.danuri.io/catalog-image/989/667/122/64881e6b7ebc4bd1ba87e5afbc7f4605.jpeg?shrink=130:130&_v=20260921142644,https://prod.danawa.com/info/?pcode=122667976&cate=112760
218,Sandisk Optimus GX PRO 850X M.2 NVMe,1TB,"444,170","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / DRAM 탑재 / DDR4 1GB / 컨트롤러 : WD / [성능] 순차읽기 : 7,300MB/s / 순차쓰기 : 6,600MB/s / 읽기IOPS : 800K / 쓰기IOPS : 1,100K / [지원기능] TRIM / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 175만 / TBW : 600TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.38mm / 7.5g 닫기",https://img.danuri.io/catalog-image/989/667/122/64881e6b7ebc4bd1ba87e5afbc7f4605.jpeg?shrink=130:130&_v=20260921142644,https://prod.danawa.com/info/?pcode=122667989&cate=112760
219,ADATA Ultimate SU650,2TB,"680,000","6.4cm(2.5형) / SATA3 (6Gb/s) / 컨트롤러 : Maxio / [성능] 순차읽기 : 520MB/s / 순차쓰기 : 450MB/s / 읽기IOPS : 40K / 쓰기IOPS : 75K / [지원기능] TRIM / ECC / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 560TB / A/S기간 : 3년 , 제한보증 / 두께 : 7mm / 50.8g / [기타] 25년 2월부로 유통사 요청에 의한 메모리 타입 정보 삭제 닫기",https://img.danuri.io/catalog-image/977/953/019/aba80d1fb28a418dbad1ebdb581b0797.jpg?shrink=130:130&_v=20260921081225,https://prod.danawa.com/info/?pcode=76512914&cate=112760
220,ADATA Ultimate SU650,1TB,"226,990","6.4cm(2.5형) / SATA3 (6Gb/s) / 컨트롤러 : Maxio / [성능] 순차읽기 : 520MB/s / 순차쓰기 : 450MB/s / 읽기IOPS : 40K / 쓰기IOPS : 75K / [지원기능] TRIM / ECC / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 560TB / A/S기간 : 3년 , 제한보증 / 두께 : 7mm / 50.8g / [기타] 25년 2월부로 유통사 요청에 의한 메모리 타입 정보 삭제 닫기",https://img.danuri.io/catalog-image/977/953/019/aba80d1fb28a418dbad1ebdb581b0797.jpg?shrink=130:130&_v=20260921081225,https://prod.danawa.com/info/?pcode=19953977&cate=112760
221,ADATA Ultimate SU650,512GB,"124,990","6.4cm(2.5형) / SATA3 (6Gb/s) / 컨트롤러 : Maxio / [성능] 순차읽기 : 520MB/s / 순차쓰기 : 450MB/s / 읽기IOPS : 40K / 쓰기IOPS : 75K / [지원기능] TRIM / ECC / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 560TB / A/S기간 : 3년 , 제한보증 / 두께 : 7mm / 50.8g / [기타] 25년 2월부로 유통사 요청에 의한 메모리 타입 정보 삭제 닫기",https://img.danuri.io/catalog-image/977/953/019/aba80d1fb28a418dbad1ebdb581b0797.jpg?shrink=130:130&_v=20260921081225,https://prod.danawa.com/info/?pcode=16677893&cate=112760
222,ADATA Ultimate SU650,256GB,"78,600","6.4cm(2.5형) / SATA3 (6Gb/s) / 컨트롤러 : Maxio / [성능] 순차읽기 : 520MB/s / 순차쓰기 : 450MB/s / 읽기IOPS : 40K / 쓰기IOPS : 75K / [지원기능] TRIM / ECC / SLC캐싱 / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 200만 / TBW : 560TB / A/S기간 : 3년 , 제한보증 / 두께 : 7mm / 50.8g / [기타] 25년 2월부로 유통사 요청에 의한 메모리 타입 정보 삭제 닫기",https://img.danuri.io/catalog-image/977/953/019/aba80d1fb28a418dbad1ebdb581b0797.jpg?shrink=130:130&_v=20260921081225,https://prod.danawa.com/info/?pcode=15222089&cate=112760
223,GIGABYTE SSD 제이씨현,1TB,"233,000","6.4cm(2.5형) / SATA3 (6Gb/s) / TLC / 컨트롤러 : 기타 / [성능] 순차읽기 : 500MB/s / 순차쓰기 : 420MB/s / 읽기IOPS : 50K / 쓰기IOPS : 75K / [지원기능] TRIM / S.M.A.R.T / [환경특성] MTBF : 200만 / TBW : 100TB / A/S기간 : 3년 , 제한보증 / 두께 : 7mm 닫기",https://img.danuri.io/catalog-image/584/662/016/c6ed963cb9c64664881ba2db943246d1.jpg?shrink=130:130&_v=20260921110124,https://prod.danawa.com/info/?pcode=12888908&cate=112760
224,GIGABYTE SSD 제이씨현,480GB,"133,260","6.4cm(2.5형) / SATA3 (6Gb/s) / TLC / 컨트롤러 : 기타 / [성능] 순차읽기 : 500MB/s / 순차쓰기 : 420MB/s / 읽기IOPS : 50K / 쓰기IOPS : 75K / [지원기능] TRIM / S.M.A.R.T / [환경특성] MTBF : 200만 / TBW : 100TB / A/S기간 : 3년 , 제한보증 / 두께 : 7mm 닫기",https://img.danuri.io/catalog-image/584/662/016/c6ed963cb9c64664881ba2db943246d1.jpg?shrink=130:130&_v=20260921110124,https://prod.danawa.com/info/?pcode=7261471&cate=112760
225,GIGABYTE SSD 제이씨현,240GB,"73,760","6.4cm(2.5형) / SATA3 (6Gb/s) / TLC / 컨트롤러 : 기타 / [성능] 순차읽기 : 500MB/s / 순차쓰기 : 420MB/s / 읽기IOPS : 50K / 쓰기IOPS : 75K / [지원기능] TRIM / S.M.A.R.T / [환경특성] MTBF : 200만 / TBW : 100TB / A/S기간 : 3년 , 제한보증 / 두께 : 7mm 닫기",https://img.danuri.io/catalog-image/584/662/016/c6ed963cb9c64664881ba2db943246d1.jpg?shrink=130:130&_v=20260921110124,https://prod.danawa.com/info/?pcode=16662584&cate=112760
226,킹스톤 NV3 M.2 NVMe,4TB,"1,346,960","M.2 (2280) / PCIe4.0x4 (64GT/s) / QLC / 컨트롤러 : 실리콘모션 / [성능] 순차읽기 : 6,000MB/s / 순차쓰기 : 4,000MB/s / [지원기능] TRIM / HMB / SLC캐싱 / S.M.A.R.T / [환경특성] MTBF : 200만 / TBW : 320TB / PS5 호환 / A/S기간 : 제한보증 , 5년 / 방열판 미포함 / 두께 : 2.3mm / 7g 닫기",https://img.danuri.io/catalog-image/595/772/096/06e0299d4ebe4e0fb943a2f9fda479c0.jpg?shrink=130:130&_v=20260921130629,https://prod.danawa.com/info/?pcode=96772508&cate=112760
227,킹스톤 NV3 M.2 NVMe,2TB,"540,910","M.2 (2280) / PCIe4.0x4 (64GT/s) / QLC / 컨트롤러 : 실리콘모션 / [성능] 순차읽기 : 6,000MB/s / 순차쓰기 : 4,000MB/s / [지원기능] TRIM / HMB / SLC캐싱 / S.M.A.R.T / [환경특성] MTBF : 200만 / TBW : 320TB / PS5 호환 / A/S기간 : 제한보증 , 5년 / 방열판 미포함 / 두께 : 2.3mm / 7g 닫기",https://img.danuri.io/catalog-image/595/772/096/06e0299d4ebe4e0fb943a2f9fda479c0.jpg?shrink=130:130&_v=20260921130629,https://prod.danawa.com/info/?pcode=96772562&cate=112760
228,킹스톤 NV3 M.2 NVMe,1TB,"292,650","M.2 (2280) / PCIe4.0x4 (64GT/s) / QLC / 컨트롤러 : 실리콘모션 / [성능] 순차읽기 : 6,000MB/s / 순차쓰기 : 4,000MB/s / [지원기능] TRIM / HMB / SLC캐싱 / S.M.A.R.T / [환경특성] MTBF : 200만 / TBW : 320TB / PS5 호환 / A/S기간 : 제한보증 , 5년 / 방열판 미포함 / 두께 : 2.3mm / 7g 닫기",https://img.danuri.io/catalog-image/595/772/096/06e0299d4ebe4e0fb943a2f9fda479c0.jpg?shrink=130:130&_v=20260921130629,https://prod.danawa.com/info/?pcode=96772595&cate=112760
229,킹스톤 NV3 M.2 NVMe,500GB,"192,470","M.2 (2280) / PCIe4.0x4 (64GT/s) / QLC / 컨트롤러 : 실리콘모션 / [성능] 순차읽기 : 6,000MB/s / 순차쓰기 : 4,000MB/s / [지원기능] TRIM / HMB / SLC캐싱 / S.M.A.R.T / [환경특성] MTBF : 200만 / TBW : 320TB / PS5 호환 / A/S기간 : 제한보증 , 5년 / 방열판 미포함 / 두께 : 2.3mm / 7g 닫기",https://img.danuri.io/catalog-image/595/772/096/06e0299d4ebe4e0fb943a2f9fda479c0.jpg?shrink=130:130&_v=20260921130629,https://prod.danawa.com/info/?pcode=96772631&cate=112760
230,Western Digital WD GREEN SSD,2TB,"448,890","6.4cm(2.5형) / SATA3 (6Gb/s) / TLC / 컨트롤러 : 기타 / [성능] 순차읽기 : 545MB/s / [지원기능] DEVSLP / TRIM / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 200만 / A/S기간 : 3년 , 제한보증 / 두께 : 7mm / 32.7g / [기타] 25년 8월부로 상품 정보 변경(패키지 이미지, MTBF) 닫기",https://img.danuri.io/catalog-image/257/277/007/83e4b2e9134f48f0b2ff81183268dc8c.jpg?shrink=130:130&_v=20260921130003,https://prod.danawa.com/info/?pcode=95000048&cate=112760
231,Western Digital WD GREEN SSD,1TB,"265,820","6.4cm(2.5형) / SATA3 (6Gb/s) / TLC / 컨트롤러 : 기타 / [성능] 순차읽기 : 545MB/s / [지원기능] DEVSLP / TRIM / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 200만 / A/S기간 : 3년 , 제한보증 / 두께 : 7mm / 32.7g / [기타] 25년 8월부로 상품 정보 변경(패키지 이미지, MTBF) 닫기",https://img.danuri.io/catalog-image/257/277/007/83e4b2e9134f48f0b2ff81183268dc8c.jpg?shrink=130:130&_v=20260921130003,https://prod.danawa.com/info/?pcode=7277257&cate=112760
232,Western Digital WD GREEN SSD,500GB,"144,700","6.4cm(2.5형) / SATA3 (6Gb/s) / TLC / 컨트롤러 : 기타 / [성능] 순차읽기 : 545MB/s / [지원기능] DEVSLP / TRIM / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 200만 / A/S기간 : 3년 , 제한보증 / 두께 : 7mm / 32.7g / [기타] 25년 8월부로 상품 정보 변경(패키지 이미지, MTBF) 닫기",https://img.danuri.io/catalog-image/257/277/007/83e4b2e9134f48f0b2ff81183268dc8c.jpg?shrink=130:130&_v=20260921130003,https://prod.danawa.com/info/?pcode=95000096&cate=112760
233,Western Digital WD GREEN SSD,480GB,"185,490","6.4cm(2.5형) / SATA3 (6Gb/s) / TLC / 컨트롤러 : 기타 / [성능] 순차읽기 : 545MB/s / [지원기능] DEVSLP / TRIM / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 200만 / A/S기간 : 3년 , 제한보증 / 두께 : 7mm / 32.7g / [기타] 25년 8월부로 상품 정보 변경(패키지 이미지, MTBF) 닫기",https://img.danuri.io/catalog-image/257/277/007/83e4b2e9134f48f0b2ff81183268dc8c.jpg?shrink=130:130&_v=20260921130003,https://prod.danawa.com/info/?pcode=6446362&cate=112760
234,Western Digital WD GREEN SSD,250GB,"142,540","6.4cm(2.5형) / SATA3 (6Gb/s) / TLC / 컨트롤러 : 기타 / [성능] 순차읽기 : 545MB/s / [지원기능] DEVSLP / TRIM / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 200만 / A/S기간 : 3년 , 제한보증 / 두께 : 7mm / 32.7g / [기타] 25년 8월부로 상품 정보 변경(패키지 이미지, MTBF) 닫기",https://img.danuri.io/catalog-image/257/277/007/83e4b2e9134f48f0b2ff81183268dc8c.jpg?shrink=130:130&_v=20260921130003,https://prod.danawa.com/info/?pcode=95000072&cate=112760
235,Western Digital WD GREEN SSD,240GB,"160,000","6.4cm(2.5형) / SATA3 (6Gb/s) / TLC / 컨트롤러 : 기타 / [성능] 순차읽기 : 545MB/s / [지원기능] DEVSLP / TRIM / S.M.A.R.T / 전용 S/W / [환경특성] MTBF : 200만 / A/S기간 : 3년 , 제한보증 / 두께 : 7mm / 32.7g / [기타] 25년 8월부로 상품 정보 변경(패키지 이미지, MTBF) 닫기",https://img.danuri.io/catalog-image/257/277/007/83e4b2e9134f48f0b2ff81183268dc8c.jpg?shrink=130:130&_v=20260921130003,https://prod.danawa.com/info/?pcode=4593708&cate=112760
236,MSI SPATIUM M480 PRO M.2 NVMe,2TB,"679,000","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / DRAM 탑재 / DDR4 2GB / 컨트롤러 : 파이슨 PS5018-E18 / [성능] 순차읽기 : 7,400MB/s / 순차쓰기 : 7,000MB/s / 읽기IOPS : 1,000K / 쓰기IOPS : 1,000K / [지원기능] GC / S.M.A.R.T / SLC캐싱 / TRIM / ECC / AES 암호화 / 전용 S/W / [환경특성] MTBF : 160만 / TBW : 1,400TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.15mm 닫기",https://img.danuri.io/catalog-image/443/103/032/d4272d670f6d47a09b6b1f1c650932c7.jpg?shrink=130:130&_v=20260921090400,https://prod.danawa.com/info/?pcode=32103443&cate=112760
237,MSI SPATIUM M480 PRO M.2 NVMe,1TB,"396,000","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / DRAM 탑재 / DDR4 2GB / 컨트롤러 : 파이슨 PS5018-E18 / [성능] 순차읽기 : 7,400MB/s / 순차쓰기 : 7,000MB/s / 읽기IOPS : 1,000K / 쓰기IOPS : 1,000K / [지원기능] GC / S.M.A.R.T / SLC캐싱 / TRIM / ECC / AES 암호화 / 전용 S/W / [환경특성] MTBF : 160만 / TBW : 1,400TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 미포함 / 두께 : 2.15mm 닫기",https://img.danuri.io/catalog-image/443/103/032/d4272d670f6d47a09b6b1f1c650932c7.jpg?shrink=130:130&_v=20260921090400,https://prod.danawa.com/info/?pcode=20693714&cate=112760
238,ESSENCORE KLEVV NEO N410+,512GB,"147,970","6.4cm(2.5형) / SATA3 (6Gb/s) / TLC / 컨트롤러 : 실리콘모션 SM2259XT2 / [성능] 순차읽기 : 540MB/s / 순차쓰기 : 500MB/s / [지원기능] S.M.A.R.T / SLC캐싱 / TRIM / ECC / [환경특성] TBW : 200TB / A/S기간 : 3년 , 제한보증 / 두께 : 7mm / 35g 닫기",https://img.danuri.io/catalog-image/261/130/103/fbcc67bc6f3e4d44b7a9f102bed4c528.jpg?shrink=130:130&_v=20260921131049,https://prod.danawa.com/info/?pcode=103130261&cate=112760
239,ESSENCORE KLEVV NEO N410+,256GB,"84,000","6.4cm(2.5형) / SATA3 (6Gb/s) / TLC / 컨트롤러 : 실리콘모션 SM2259XT2 / [성능] 순차읽기 : 540MB/s / 순차쓰기 : 500MB/s / [지원기능] S.M.A.R.T / SLC캐싱 / TRIM / ECC / [환경특성] TBW : 200TB / A/S기간 : 3년 , 제한보증 / 두께 : 7mm / 35g 닫기",https://img.danuri.io/catalog-image/261/130/103/fbcc67bc6f3e4d44b7a9f102bed4c528.jpg?shrink=130:130&_v=20260921131049,https://prod.danawa.com/info/?pcode=103130264&cate=112760
240,ESSENCORE KLEVV CRAS C930 M.2 NVMe,2TB,"573,140","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / DRAM 탑재 / DDR4 2GB / 컨트롤러 : InnoGrit IG5236 / [성능] 순차읽기 : 7,400MB/s / 순차쓰기 : 6,800MB/s / 읽기IOPS : 1,000K / 쓰기IOPS : 1,000K / [지원기능] TRIM / ECC / SLC캐싱 / S.M.A.R.T / AES 암호화 / 전용 S/W / [환경특성] TBW : 1,500TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 포함 / 두께 : 8.7mm / 23g / Acronis 공식 소프트웨어지원 닫기",https://img.danuri.io/catalog-image/771/612/020/d88c07c5bd2842edbf4a0e4c9f19261a.jpg?shrink=130:130&_v=20260921130918,https://prod.danawa.com/info/?pcode=20612771&cate=112760
241,ESSENCORE KLEVV CRAS C930 M.2 NVMe,1TB,"380,000","M.2 (2280) / PCIe4.0x4 (64GT/s) / TLC / DRAM 탑재 / DDR4 2GB / 컨트롤러 : InnoGrit IG5236 / [성능] 순차읽기 : 7,400MB/s / 순차쓰기 : 6,800MB/s / 읽기IOPS : 1,000K / 쓰기IOPS : 1,000K / [지원기능] TRIM / ECC / SLC캐싱 / S.M.A.R.T / AES 암호화 / 전용 S/W / [환경특성] TBW : 1,500TB / PS5 호환 / A/S기간 : 5년 , 제한보증 / 방열판 포함 / 두께 : 8.7mm / 23g / Acronis 공식 소프트웨어지원 닫기",https://img.danuri.io/catalog-image/771/612/020/d88c07c5bd2842edbf4a0e4c9f19261a.jpg?shrink=130:130&_v=20260921130918,https://prod.danawa.com/info/?pcode=20612159&cate=112760
242,Apacer AS2280Q4X M.2 NVMe,2TB,"439,000","M.2 (2280) / PCIe4.0x4 (64GT/s) / 컨트롤러 : 기타 / [성능] 순차읽기 : 5,000MB/s / 순차쓰기 : 4,400MB/s / 읽기IOPS : 750K / 쓰기IOPS : 750K / [지원기능] S.M.A.R.T / SLC캐싱 / ECC / [환경특성] MTBF : 150만 / TBW : 600TB / A/S기간 : 3년 , 제한보증 / 방열판 미포함 / 두께 : 2.25mm / 7.6g 닫기",https://img.danuri.io/catalog-image/819/328/100/e26794d92c6d40018990c4fb3cd1c938.jpg?shrink=130:130&_v=20260921080457,https://prod.danawa.com/info/?pcode=100328870&cate=112760
243,Apacer AS2280Q4X M.2 NVMe,1TB,"257,800","M.2 (2280) / PCIe4.0x4 (64GT/s) / 컨트롤러 : 기타 / [성능] 순차읽기 : 5,000MB/s / 순차쓰기 : 4,400MB/s / 읽기IOPS : 750K / 쓰기IOPS : 750K / [지원기능] S.M.A.R.T / SLC캐싱 / ECC / [환경특성] MTBF : 150만 / TBW : 600TB / A/S기간 : 3년 , 제한보증 / 방열판 미포함 / 두께 : 2.25mm / 7.6g 닫기",https://img.danuri.io/catalog-image/819/328/100/e26794d92c6d40018990c4fb3cd1c938.jpg?shrink=130:130&_v=20260921080457,https://prod.danawa.com/info/?pcode=100328819&cate=112760
244,Apacer AS2280Q4X M.2 NVMe,512GB,"165,000","M.2 (2280) / PCIe4.0x4 (64GT/s) / 컨트롤러 : 기타 / [성능] 순차읽기 : 5,000MB/s / 순차쓰기 : 4,400MB/s / 읽기IOPS : 750K / 쓰기IOPS : 750K / [지원기능] S.M.A.R.T / SLC캐싱 / ECC / [환경특성] MTBF : 150만 / TBW : 600TB / A/S기간 : 3년 , 제한보증 / 방열판 미포함 / 두께 : 2.25mm / 7.6g 닫기",https://img.danuri.io/catalog-image/819/328/100/e26794d92c6d40018990c4fb3cd1c938.jpg?shrink=130:130&_v=20260921080457,https://prod.danawa.com/info/?pcode=100328783&cate=112760
